poste,ville,type_contrat,experience_requise,salaire_annuel,date_publication,annee,trimestre,teletravail_possible,niveau_urgence,future_interest,interest_score
ux/ui designer,lille,cdi,confirmé (5-8 ans),0.5495507784082643,2024-10-25,1.0,q4,True,moyen,0,0.5471124
développeur full stack,paris,cdd,confirmé (5-8 ans),0.5855066928561036,2024-10-25,1.0,q4,True,faible,0,0.44612128
développeur full stack,montpellier,cdd,débutant (0-2 ans),0.4005347010039284,2024-10-26,1.0,q4,True,faible,1,0.44612128
data scientist,bordeaux,cdi,débutant (0-2 ans),0.3730448857849556,2024-10-27,1.0,q4,True,moyen,1,0.5588574
ingénieur ia,paris,cdi,intermédiaire (2-5 ans),0.4710643096173432,2024-10-29,1.0,q4,True,moyen,0,0.47765684
contrôleur de gestion,toulouse,stage,intermédiaire (2-5 ans),0.0450403753819292,2024-10-30,1.0,q4,True,moyen,1,0.35000122
ux/ui designer,marseille,cdd,débutant (0-2 ans),0.2828913865851884,2024-11-01,1.0,q4,True,moyen,1,0.5471124
data scientist,rennes,cdi,débutant (0-2 ans),0.3303597410155681,2024-11-01,1.0,q4,True,élevé,1,0.5588574
commercial b2b,paris,cdi,senior (8+ ans),0.6318110723119453,2024-11-07,1.0,q4,True,faible,0,0.58136237
architecte cloud,paris,freelance,intermédiaire (2-5 ans),0.8160010184781027,2024-11-08,1.0,q4,True,moyen,0,0.35840565
commercial b2b,paris,cdi,senior (8+ ans),0.6091044667539648,2024-11-09,1.0,q4,True,moyen,1,0.58136237
commercial b2b,paris,cdi,confirmé (5-8 ans),0.5411574276153063,2024-11-10,1.0,q4,True,élevé,1,0.58136237
ux/ui designer,marseille,cdi,débutant (0-2 ans),0.2876745962461807,2024-11-13,1.0,q4,True,élevé,0,0.5471124
chef de projet digital,toulouse,cdi,débutant (0-2 ans),0.309781027207915,2024-11-13,1.0,q4,False,faible,0,0.59111476
chargé de communication,marseille,alternance,intermédiaire (2-5 ans),0.092163174741743,2024-11-18,1.0,q4,True,faible,0,0.6947753
chef de projet digital,rennes,cdi,intermédiaire (2-5 ans),0.4456660119307435,2024-11-25,1.0,q4,False,élevé,1,0.59111476
ingénieur ia,paris,cdi,débutant (0-2 ans),0.3204568601775062,2024-11-27,1.0,q4,False,moyen,0,0.47765684
responsable rh,montpellier,cdd,confirmé (5-8 ans),0.5397933944420195,2024-12-01,1.0,q4,True,moyen,0,0.4071675
product owner,paris,alternance,intermédiaire (2-5 ans),0.1164156845627819,2024-12-02,1.0,q4,True,élevé,0,0.5584586
chef de projet digital,paris,cdi,intermédiaire (2-5 ans),0.4479939618798196,2024-12-03,1.0,q4,True,élevé,1,0.59111476
commercial b2b,paris,cdi,confirmé (5-8 ans),0.4439200494689364,2024-12-03,1.0,q4,True,faible,1,0.58136237
développeur full stack,montpellier,cdi,intermédiaire (2-5 ans),0.4155026916921286,2024-12-04,1.0,q4,True,moyen,0,0.44612128
ingénieur devops,montpellier,cdi,débutant (0-2 ans),0.3034701003928415,2024-12-11,1.0,q4,False,élevé,0,0.6240608
commercial b2b,paris,cdd,confirmé (5-8 ans),0.5278808380619817,2024-12-14,1.0,q4,True,élevé,1,0.58136237
business analyst,nantes,cdi,intermédiaire (2-5 ans),0.4202949949076094,2024-12-15,1.0,q4,True,moyen,1,0.429261
data scientist,paris,cdi,débutant (0-2 ans),0.3423723264949803,2024-12-17,1.0,q4,True,moyen,0,0.5588574
commercial b2b,paris,cdi,débutant (0-2 ans),0.2992052233376982,2024-12-20,1.0,q4,True,moyen,0,0.5813625
responsable marketing digital,paris,stage,confirmé (5-8 ans),0.1130601629564964,2024-12-22,1.0,q4,True,élevé,1,0.4467473
ingénieur ia,paris,cdi,intermédiaire (2-5 ans),0.5066473883311509,2024-12-27,1.0,q4,True,moyen,1,0.47765684
contrôleur de gestion,paris,cdi,confirmé (5-8 ans),0.522824821766332,2024-12-29,1.0,q4,False,élevé,0,0.35000116
